Tag,q20,Species,DBH_cm,Height,CC,Lianas,Illumination
4308,2402,VIROSU,85.2,40.4,4,0,4
5095,2022,VIROSU,100.9,41,3,0,5
182549,1612,VOCHFE,24.7,18,4,0,3
125725,4904,VOCHFE,45.3,20.4,4,0,3
198534,1311,VOCHFE,54,28.5,4,0,5
704470,424,ZANTBE,24.8,20.3,4,0,3
238573,519,ZANTBE,48.2,21.3,4,3,4
633201,3315,ZANTBE,28.5,22.2,4,4,4
268197,309,ZANTBE,21.6,23.1,4,0,3
273116,805,ZANTBE,23.4,24.7,4,0,3
155648,2104,ZANTBE,49.2,25,4,4,4
257908,116,ZANTBE,60.6,25.6,4,0,5
446315,4609,ZANTBE,40.5,26.1,4,0,4
446326,4609,ZANTBE,46.2,26.1,4,0,4
195512,1323,ZANTBE,42.9,26.7,4,0,4
239474,524,ZANTBE,40.5,28.1,4,0,4
239534,524,ZANTBE,45.8,28.1,4,0,4
220889,805,ZANTBE,47.7,28.3,4,0,4
268164,309,ZANTBE,33.4,28.5,4,3,3
983,4423,ZANTBE,49,28.7,4,4,4
4089,2621,ZANTBE,45,28.8,4,0,3
195568,1323,ZANTBE,35.5,28.9,4,0,4
444217,4404,ZANTBE,41.5,28.9,4,0,4
155462,2103,ZANTBE,60.9,29.5,4,0,4
7318,601,ZANTBE,61.9,29.6,4,0,4
233400,619,ZANTBE,48.2,30.1,4,0,4
239470,524,ZANTBE,40.2,31.1,4,0,4
38921,4422,ZANTBE,55.9,31.1,4,1,4
268199,309,ZANTBE,52.1,31.7,4,0,4
295666,3021,ZANTP1,44.3,25.6,4,0,4
258058,116,ZANTP1,37.3,28.1,4,0,4
7802,424,ZANTP1,52,29.2,4,0,4
232175,612,ZANTP1,44.8,30.3,4,0,4
236864,511,ZANTP1,38.5,30.7,4,0,4
