Tag,q20,Species,DBH_cm,Height,CC,Lianas,Illumination,no height,liana cat 1 height,liana cat 2 height
1462,4112,POUTRE,56.4,32.3,4,0,3,30.32098339,28.55522678,27.16257194
273,4817,POUTRE,47.5,34.7,4,0,4,28.18142545,26.540267,25.2458829
166686,1912,POUTRE,27.5,17.7,4,1,2,21.20564418,19.9707236,18.99673992
186009,1504,POUTRE,24.7,20.1,4,1,1,19.86940385,18.71229985,17.79969022
144694,2424,POUTRE,39,24.7,4,1,3,25.66608194,24.17140569,22.99255232
5177,1915,POUTRE,60.9,28.4,4,1,3,31.2531839,29.43314016,27.99766897
892,4409,POUTRE,79.5,31.7,4,1,4,34.33300625,32.33360761,30.75667896
13123,506,POUTRE,55.7,32.3,4,1,4,30.16774041,28.41090798,27.02529164
176101,1707,POUTRE,25.3,19.3,4,1,3,20.16573941,18.99137817,18.06515772
5162,1918,POUTRE,36.2,24.3,4,1,4,24.70900505,23.27006462,22.13517017
870,4406,POUTRE,59,32.2,4,1,4,30.87037924,29.0726283,27.65473949
240566,402,POUTRE,22,15.9,4,2,2,18.46240774,17.38724081,16.53925507
207820,1115,POUTRE,29.4,22.5,4,2,3,22.04875862,20.76473888,19.75203061
153,4901,POUTRE,43.1,21.7,4,2,4,26.94639982,25.37716366,24.13950478
269592,419,POUTRE,42.1,22.1,4,2,3,26.64642338,25.09465648,23.87077564
5542,1707,POUTRE,56.7,25.5,2,2,4,30.38594996,28.61640999,27.2207712
4751,2219,POUTRE,69.6,27.6,4,2,4,32.82952598,30.91768322,29.40981002
4759,2220,POUTRE,42.3,27.8,4,2,4,26.70702724,25.15173105,23.92506665
7655,402,POUTRE,81,34.3,4,2,4,34.53845765,32.52709446,30.94072934
165795,1905,POUTST,22.7,17,4,0,3,18.83920912,17.74209899,16.87680661
4059,2616,POUTST,35.7,22.6,0,0,0,24.5303279,23.10179282,21.97510509
45758,4804,POUTST,23.2,16.9,4,2,3,19.10307765,17.99060102,17.11318905
272969,705,PRI2CO,21.7,15.3,4,0,2,18.29822004,17.23261466,16.39217013
138876,2523,PRI2CO,21.2,17.4,4,0,2,18.02088443,16.97142982,16.14372342
137753,2516,PRI2CO,26.8,17.8,4,0,3,20.88246738,19.66636715,18.70722711
77147,3613,PRI2CO,29.9,18.2,4,0,3,22.26272305,20.96624299,19.94370725
146718,2309,PRI2CO,45.8,26,4,0,4,27.71992666,26.10564381,24.83245653
5565,1704,PRI2CO,94.3,30.5,4,0,4,36.15152548,34.04622453,32.38577057
5847,1510,PRI2CO,94.5,31.7,4,0,4,36.17324945,34.06668339,32.40523164
5517,1711,PRI2CO,84.4,32.7,1,0,3,34.98504238,32.94767212,31.34079519
5966,1407,PRI2CO,60,33.3,4,0,4,31.07374846,29.26415423,27.83692458
5655,1608,PRI2CO,81.4,33.7,4,0,4,34.59235093,32.57784923,30.98900878
3961,2600,PRI2CO,89,34.4,4,0,4,35.55024626,33.47996109,31.84712412
3245,3108,PRI2CO,84.7,34.9,4,0,4,35.02322874,32.98363467,31.37500383
141,4903,PRI2CO,95,34.9,4,0,4,36.22726614,34.1175544,32.45362164
5291,1803,PRI2CO,125.5,35.1,3,0,4,38.88346417,36.6190675,34.8331345
2471,3516,PRI2CO,98.2,35.4,4,0,5,36.56334225,34.43405896,32.75469009
5968,1407,PRI2CO,57.3,36.1,4,0,4,30.5146285,28.73759488,27.33604584
4583,2306,PRI2CO,102.5,36.2,4,0,4,36.99022945,34.83608618,33.13711021
6648,1003,PRI2CO,83,36.3,4,0,4,34.80427125,32.77742828,31.17885424
4920,2106,PRI2CO,89.8,36.7,4,0,4,35.64428436,33.56852284,31.93136666
1669,4014,PRI2CO,84.7,37.1,4,0,4,35.02322874,32.98363467,31.37500383
6967,902,PRI2CO,101.7,37.1,4,0,4,36.91284979,34.76321277,33.06779087
4652,2203,PRI2CO,110.1,37.2,4,0,4,37.68259561,35.48813208,33.75735545
7344,605,PRI2CO,99.5,37.9,4,0,5,36.69529055,34.55832319,32.87289388
6937,907,PRI2CO,112.7,38.5,4,0,5,37.90301982,35.69571978,33.95481898
4035,2612,PRI2CO,110.4,39.7,4,0,4,37.7084337,35.51246548,33.7805021
5262,1900,PRI2CO,97.4,40.1,4,0,4,36.48085097,34.3563716,32.68079158
3764,2817,PRI2CO,86.2,40.8,4,0,4,35.21132329,33.16077545,31.54350535
7033,806,PRI2CO,26.6,17.9,4,1,2,20.78883674,19.57818913,18.62334958
7618,503,PRI2CO,47.4,26.3,4,1,3,28.15479712,26.51518938,25.22202834
3851,2717,PRI2CO,94.5,33.6,4,1,3,36.17324945,34.06668339,32.40523164
7360,608,PRI2CO,51.6,34,4,1,4,29.22099495,27.51929668,26.17716474
5060,2018,PRI2CO,90,34.3,4,1,4,35.66760551,33.59048587,31.95225854
5981,1409,PRI2CO,120.6,34.3,4,1,4,38.527318,36.28366167,34.5140866
5293,1803,PRI2CO,106.8,34.5,2,1,4,37.39112287,35.21363339,33.49624422
6568,1106,PRI2CO,120,36.1,4,1,4,38.48215003,36.24112408,34.4736236
6257,1300,PRI2CO,111.7,36.5,4,1,4,37.81917103,35.61675397,33.87970438
5675,1612,PRI2CO,114.7,37.7,4,1,4,38.06733763,35.85046846,34.10202048
7323,603,PRI2CO,95.7,38.5,4,1,4,36.30219327,34.18811811,32.52074391
5927,1402,PRI2CO,87,40.1,4,1,3,35.30974768,33.25346805,31.63167728
5931,1402,PRI2CO,95.7,40.5,4,1,4,36.30219327,34.18811811,32.52074391
7287,703,PRI2CO,106.5,41.3,4,1,4,37.36394781,35.18804088,33.47189988
7256,708,PRI2CO,96.8,41.9,4,1,5,36.41832319,34.29748516,32.62477707
5215,1908,PRI2CO,132.3,42.6,4,1,4,39.3428994,37.0517473,35.24471226
132912,2617,PRI2CO,26.8,19.4,4,1,3,20.88246738,19.66636715,18.70722711
7622,502,PRI2CO,45,21.1,4,1,2,27.49607948,25.89483246,24.63192658
5993,1411,PRI2CO,66.5,26.5,3,1,4,32.29865581,30.41772853,28.9342384
8023,206,PRI2CO,99.7,37.9,3,1,4,36.71536343,34.57722712,32.89087585
6550,1109,PRI2CO,89.6,40.5,4,1,5,35.62088823,33.54648919,31.9104076
93156,3315,PRI2CO,30.8,15.4,4,2,3,22.63994726,21.32149937,20.28163758
7319,601,PRI2CO,63,26.5,4,2,4,31.659145,29.81545993,28.36134279
6559,1108,PRI2CO,66,28.9,2,2,4,32.209995,30.33423092,28.85481302
7554,511,PRI2CO,75.6,30.5,4,2,4,33.7727826,31.80600885,30.2548115
5953,1405,PRI2CO,78.4,33.1,2,2,4,34.17889055,32.18846692,30.61861686
3420,3017,PRI2CO,91,33.8,4,2,5,35.78309873,33.69925329,32.05572131
8333,103,PRI2CO,91.8,36.3,4,2,5,35.8741792,33.78502965,32.13731431
6970,902,PRI2CO,102.4,42.1,4,2,4,36.98060647,34.8270236,33.12848962
87926,3416,PRI2CO,21.7,13.2,4,2,3,18.29822004,17.23261466,16.39217013
181032,1605,PRI2CO,26.7,15.3,4,2,2,20.83572484,19.62234668,18.66535354
4587,2306,PRI2CO,32,18,4,2,2,23.12766835,21.7808178,20.71855478
131302,2608,PRI2CO,36.3,20.6,4,2,4,24.7444477,23.30344325,22.16692091
5970,1407,PRI2CO,45,24.1,4,2,4,27.49607948,25.89483246,24.63192658
7028,805,PRI2CO,68,32.9,4,2,4,32.55949996,30.66338229,29.16791149
825,4501,PRI2CO,64.7,33.1,4,2,5,31.97533866,30.1132399,28.64459986
7594,506,PRI2CO,70.9,33.1,4,2,4,33.04293871,31.11866776,29.60099242
5960,1406,PRI2CO,63.5,33.5,4,2,5,31.75326878,29.90410236,28.44566208
8705,1804,PRI2CO,97.4,34,4,2,4,36.48085097,34.3563716,32.68079158
6292,1203,PRI2CO,92,35.1,3,2,4,35.89676966,33.80630454,32.15755161
7298,701,PRI2CO,97.7,35.1,2,2,4,36.51190214,34.38561449,32.70860828
6290,1202,PRI2CO,85.2,35.9,4,2,3,35.08644887,33.04317315,31.43163858
5906,1502,PRI2CO,72.8,37.1,3,2,3,33.34562323,31.40372531,29.87214755
5943,1404,PRI2CO,95.4,38.3,3,2,4,36.27018042,34.15796955,32.49206572
6240,1302,PRI2CO,102.7,38.5,2,2,4,37.0094333,34.85417169,33.15431368
125668,4904,PROTTE,21.2,14.8,4,0,3,18.02088443,16.97142982,16.14372342
8530,23,PROTTE,45.3,21.4,4,0,3,27.58053577,25.97437041,24.70758541
672,4521,PROTTE,29.7,21.5,4,0,3,22.17752005,20.88600182,19.8673795
966,4420,PROTTE,34.5,25.1,4,0,3,24.09130298,22.68833471,21.58181157
153236,2221,PROTTE,24.4,18.7,4,1,4,19.71909218,18.57074165,17.66503589
10592,4811,PROTTE,24.4,19.1,4,1,2,19.71909218,18.57074165,17.66503589
3757,2816,PROTTE,27.9,14.8,4,1,1,21.38721354,20.14171918,19.15939595
206404,1108,PROTTE,24.9,17.5,4,1,3,19.9688127,18.80591958,17.88874406
31454,4507,PROTTE,26.6,17.1,4,2,3,20.78883674,19.57818913,18.62334958
7226,713,PROTTE,51.1,17.3,3,2,3,29.09944612,27.4048263,26.06827715
263544,20,PROTTE,21.6,19.1,4,2,3,18.24312424,17.18072739,16.34281343
4672,2206,PROTTE,37.3,22.3,4,2,3,25.09362004,23.63228137,22.47972141
6100,1323,PROTTE,28.2,14.3,4,2,4,21.52194019,20.26859997,19.28008868
7,4923,PROTTE,48.1,20.9,4,2,3,28.33987048,26.6894849,25.38782336
73200,3717,PROTTE,32.4,21.3,4,2,4,23.28650604,21.9304055,20.860847
4873,2114,PSE1SE,43.4,25.1,4,0,5,27.0349294,25.46053768,24.2188126
2768,3324,PSE1SE,113.2,34.4,4,0,4,37.94451748,35.7348008,33.991994
4850,2118,PSE1SE,130.3,35.6,4,0,5,39.21172521,36.92821211,35.12720195
4610,2302,PSE1SE,99.1,39,4,1,4,36.65496451,34.52034555,32.83676843
4011,2608,PSE1SE,62.4,36.6,4,2,4,31.54492959,29.70789591,28.25902473
18944,4221,QUARAS,23,18.1,4,0,2,18.99804944,17.89168917,17.01910119
171109,1807,QUARAS,28,19.2,4,0,3,21.43225953,20.1841419,19.19974968
1393,4120,QUARAS,24.8,22.7,4,0,3,19.91918767,18.75918449,17.84428827
85,4911,QUARAS,48.9,23.5,4,0,3,28.5476585,26.88517229,25.57396697
239332,523,QUARAS,37.9,24.3,4,0,3,25.29864012,23.82536201,22.66338539
7664,403,QUARAS,41.9,24.5,4,0,3,26.58551065,25.03729104,23.81620795
2176,3711,QUARAS,40.9,24.9,4,0,3,26.27623198,24.74602336,23.53914556
7669,403,QUARAS,44.2,25.1,4,0,4,27.26779079,25.67983828,24.42741779
2337,3613,QUARAS,53.2,25.3,4,0,3,29.60080584,27.8769891,26.5174123
5016,2010,QUARAS,59.2,25.4,4,0,4,30.91139558,29.11125604,27.69148333
5896,1504,QUARAS,71.4,25.7,3,0,4,33.12363707,31.19466662,29.67328478
781,4507,QUARAS,42.9,26.5,4,0,3,26.88700859,25.3212311,24.08630009
612,4620,QUARAS,52.1,26.5,4,0,4,29.34116614,27.63246964,26.2848182
6712,1008,QUARAS,56.4,26.7,4,0,4,30.32098339,28.55522678,27.16257194
1292,4215,QUARAS,38.2,27.3,4,0,4,25.39992051,23.92074429,22.75411582
4999,2007,QUARAS,40.3,27.3,4,0,3,26.0868061,24.56762878,23.36945138
1728,4021,QUARAS,42.1,27.7,4,0,4,26.64642338,25.09465648,23.87077564
1979,3810,QUARAS,54.4,28.3,4,0,4,29.87684743,28.13695529,26.76469979
4521,2317,QUARAS,53.3,28.4,4,0,3,29.62409253,27.89891968,26.53827332
3545,2915,QUARAS,93.2,28.4,3,0,4,36.03082894,33.93255681,32.27764649
2134,3717,QUARAS,55.5,28.5,4,0,4,30.1235258,28.36926822,26.98568269
6752,1015,QUARAS,57.9,28.7,4,0,4,30.64166067,28.85722927,27.44984559
7274,705,QUARAS,44.7,29.3,4,0,3,27.41099865,25.81470636,24.55570827
3738,2813,QUARAS,61,29.8,4,0,3,31.27291512,29.45172232,28.01534487
3402,3015,QUARAS,57.3,30,4,0,4,30.5146285,28.73759488,27.33604584
360,4717,QUARAS,44.3,30.2,4,0,4,27.29657421,25.70694548,24.45320295
784,4507,QUARAS,73.4,30.3,4,0,4,33.43901022,31.49167386,29.9558068
970,4420,QUARAS,53,30.5,4,0,4,29.55407557,27.8329802,26.47554974
268,4817,QUARAS,57.1,30.7,4,0,4,30.47192014,28.69737366,27.29778623
757,4511,QUARAS,89.1,30.7,4,0,4,35.56206743,33.49109385,31.85771393
2563,3503,QUARAS,77.2,30.8,4,0,4,34.0073222,32.02688993,30.46492008
3639,2901,QUARAS,85.3,30.8,4,0,3,35.0990298,33.05502143,31.44290901
1241,4209,QUARAS,65,30.9,4,0,4,32.03002848,30.16474483,28.69359287
3037,3211,QUARAS,46.3,31,3,0,3,27.85763203,26.23532984,24.9558177
1326,4220,QUARAS,60.1,31.1,4,0,4,31.0938521,29.28308712,27.85493411
7475,523,QUARAS,71,31.7,2,0,4,33.05913907,31.13392468,29.61550526
5945,1404,QUARAS,62.4,31.9,4,0,4,31.54492959,29.70789591,28.25902473
1261,4212,QUARAS,65.2,31.9,3,0,4,32.0663075,30.19891113,28.72609285
867,4405,QUARAS,54.5,32.1,4,0,4,29.89952055,28.15830803,26.78501114
1281,4214,QUARAS,69.8,32.1,3,0,4,32.86270197,30.94892719,29.4395302
1036,4320,QUARAS,46.1,32.3,4,0,3,27.80275022,26.18364409,24.9066527
3231,3110,QUARAS,75,32.4,3,0,4,33.6830747,31.72152513,30.17444809
1378,4123,QUARAS,68.2,32.9,4,0,4,32.59370904,30.69559919,29.19855715
1098,4311,QUARAS,92.2,32.9,4,0,4,35.91928892,33.82751238,32.17772513
4473,2322,QUARAS,60,33.1,4,0,4,31.07374846,29.26415423,27.83692458
1052,4318,QUARAS,62,33.1,4,0,4,31.46800654,29.6354525,28.19011443
361,4717,QUARAS,80.2,33.1,4,0,4,34.42954891,32.42452807,30.84316518
1130,4307,QUARAS,63,33.6,4,0,4,31.659145,29.81545993,28.36134279
366,4716,QUARAS,72.9,33.8,4,0,4,33.36125964,31.41845113,29.88615519
3191,3115,QUARAS,78.3,34.3,4,0,4,34.16473181,32.17513272,30.60593298
3406,3015,QUARAS,78.1,34.4,4,0,5,34.13633931,32.14839367,30.58049801
1449,4113,QUARAS,71.4,34.5,4,0,3,33.12363707,31.19466662,29.67328478
1161,4301,QUARAS,87.4,34.8,4,0,4,35.35847692,33.29935953,31.6753306
2591,3401,QUARAS,77,36.4,4,0,4,33.97837058,31.99962432,30.43898422
952,4417,QUARAS,77.5,37.1,4,0,4,34.05055693,32.06760687,30.50365123
3928,2705,QUARAS,93.2,37.4,3,0,4,36.03082894,33.93255681,32.27764649
1227,4208,QUARAS,76.7,38.7,4,0,4,33.93474907,31.95854313,30.39990659
935,4415,QUARAS,116.9,38.7,4,0,5,38.24306007,36.01595763,34.25943865
3000,3207,QUARAS,65,39.6,4,0,3,32.03002848,30.16474483,28.69359287
253130,216,QUARAS,20.5,16.7,4,1,3,17.62467656,16.5982953,15.78878689
137766,2516,QUARAS,23.5,17,1,1,3,19.25933829,18.13776174,17.25317266
146465,2308,QUARAS,22.3,19.04,4,1,3,18.62496427,17.54033079,16.68487876
6848,920,QUARAS,31.7,19.5,3,1,3,23.00732983,21.66748725,20.61075142
5636,1604,QUARAS,34,21.7,4,1,3,23.90399719,22.51193676,21.41401665
204083,1222,QUARAS,46.3,22.7,4,1,3,27.85763203,26.23532984,24.9558177
1717,4020,QUARAS,47.3,22.9,3,1,3,28.1281051,26.49005178,25.19811671
56970,4020,QUARAS,27.7,23.1,4,1,3,21.29670718,20.0564835,19.07831726
4591,2305,QUARAS,51.3,23.9,4,1,3,29.14823246,27.45077154,26.11198162
8515,21,QUARAS,49.4,24.4,4,1,4,28.67555502,27.0056207,25.68854104
1985,3810,QUARAS,42.2,25.1,4,1,4,26.67676377,25.12322999,23.89795561
5284,1802,QUARAS,38,21.8,4,1,3,25.3324905,23.8572411,22.69370972
289,4820,QUARAS,67,26.1,3,1,5,32.38645199,30.50041186,29.01288922
1072,4315,QUARAS,46.5,22.2,4,2,3,27.91224895,26.28676612,25.0047454
4783,2222,QUARAS,27.1,16.5,4,2,2,21.02182819,19.79761222,18.83207128
197469,1305,QUARAS,23,17.9,4,2,3,18.99804944,17.89168917,17.01910119
153473,2222,QUARAS,20.9,18.6,4,2,3,17.85222979,16.81259686,15.99263683
5602,1700,QUARAS,45.8,18.6,2,2,3,27.71992666,26.10564381,24.83245653
76576,3609,QUARAS,25.9,19.3,4,2,2,20.45648833,19.26519519,18.32562054
4766,2221,QUARAS,40.5,21.2,3,2,3,26.15027534,24.62740186,23.4263093
67845,3814,QUARAS,28.1,21.3,2,2,3,21.47716821,20.2264353,19.23998041
8248,115,QUARAS,46.9,24.1,2,2,4,28.02069563,26.38889735,25.10189564
4352,2408,QUARAS,53.7,24.9,4,2,3,29.71672038,27.98615331,26.62125251
2318,3610,QUARAS,57,26.7,3,2,4,30.450497,28.6771981,27.27859465
8049,209,QUARAS,56.7,30.01,4,2,4,30.38594996,28.61640999,27.2207712
676,4521,RANDAR,21.2,12.5,2,2,2,18.02088443,16.97142982,16.14372342
285253,2016,SAPIAU,20.9,17.4,4,0,3,17.85222979,16.81259686,15.99263683
491,4601,SAPIAU,67.8,37.1,2,1,4,32.52515839,30.63104062,29.13714714
977,4422,SAPISP,41.7,29.1,4,0,3,26.52428675,24.97963254,23.76136148
129102,4923,SIMAAM,40.2,26.8,4,0,3,26.05494764,24.53762562,23.34091149
6747,1014,SIMAAM,63.2,29.5,4,0,3,31.69690876,29.8510245,28.39517285
233694,620,SIMAAM,59.1,31.5,4,0,4,30.89090901,29.09196252,27.67313076
190,4803,SIMAAM,45.1,26.7,4,1,3,27.52430063,25.92141015,24.65720806
227348,713,SIMAAM,49.3,31.1,4,1,4,28.65009533,26.98164367,25.66573338
152736,2218,SIMAAM,22.5,16.5,4,2,3,18.7324406,17.64154818,16.78115972
194104,1423,SIMAAM,27.4,15.7,4,2,3,21.15990238,19.92764559,18.95576285
145949,2305,SIMAAM,28.6,21.8,4,2,3,21.69967319,20.4359826,19.43930797
237,4812,SLOATE,31,25.7,4,0,3,22.72242498,21.39917397,20.35552394
1336,4221,SLOATE,31.5,27.5,4,0,3,22.92652047,21.59138386,20.53835964
2613,3405,SLOATE,82.5,37,4,1,5,34.73866604,32.71564362,31.12008285
7053,809,SLOATE,79.5,41.7,4,1,4,34.33300625,32.33360761,30.75667896
3208,3113,SLOATE,123.9,36.4,4,1,5,38.7696036,36.51183765,34.73113432
6336,1208,SLOATE,88.6,37.8,4,2,4,35.50277001,33.43524964,31.80459327
2363,3617,SLOATE,37.2,20.5,3,2,4,25.05912701,23.59979706,22.44882138
8211,120,SLOATE,36.4,26.6,4,2,4,24.77979368,23.33673084,22.19858504
257846,115,SPONMO,55.9,29.1,3,0,4,30.21176248,28.4523664,27.06472812
181499,1607,SPONMO,51,26.7,4,1,4,29.07496898,27.3817746,26.04634969
7682,405,SPONMO,81.3,30.3,4,2,4,34.57891235,32.56519326,30.97697004
233,4812,SPONMO,69.2,32.3,4,2,4,32.76279352,30.85483696,29.3500288
6168,1314,SPONMO,62.8,24,4,2,4,31.62122784,29.77975089,28.3273753
6396,1216,SPONMO,88,35.3,4,2,5,35.43097585,33.36763644,31.74027761
1087,4313,SPONRA,36.5,24.9,4,0,3,24.81504336,23.36992774,22.23016291
7823,323,SPONRA,65.2,27.1,4,0,5,32.0663075,30.19891113,28.72609285
7837,320,SPONRA,89.2,36.5,4,0,4,35.57386954,33.50220865,31.86828666
449,4704,SPONRA,61.4,26.7,4,2,4,31.35143376,29.52566839,28.08568455
6165,1314,STERAP,42.1,25.1,4,0,3,26.64642338,25.09465648,23.87077564
2308,3609,STERAP,59.4,30.5,4,0,3,30.9522396,29.14972149,27.7280728
3617,2904,STERAP,92,37,4,0,4,35.89676966,33.80630454,32.15755161
7284,703,STERAP,99.1,38.9,4,0,4,36.65496451,34.52034555,32.83676843
1461,4112,STERAP,84.9,37.7,4,1,4,35.0485801,33.00750969,31.39771444
170,4800,STERAP,62.9,28.9,4,2,4,31.64020565,29.79762352,28.34437627
8038,208,STERAP,93.6,37.7,4,2,4,36.07495809,33.97411608,32.31717889
7235,712,SWARS1,23.8,14.1,2,1,2,19.41408012,18.28349211,17.39179568
7831,322,SYMPGL,46.3,28.9,4,0,4,27.85763203,26.23532984,24.9558177
1078,4314,TAB1GU,55.8,32.2,4,0,4,30.18977544,28.43165978,27.04503137
308,4824,TAB1GU,64.2,40.3,4,0,4,31.88345837,30.0267103,28.56229036
3881,2713,TAB1GU,85.4,37.8,4,1,5,35.11158981,33.06685001,31.4541607
7653,401,TAB1GU,97,32.9,3,1,4,36.43922915,34.31717364,32.64350533
5058,2017,TAB1GU,76.4,32.6,3,2,4,33.89089302,31.91724106,30.36061884
8460,14,TAB1GU,102.5,36.5,4,2,5,36.99022945,34.83608618,33.13711021
2603,3403,TAB1RO,55.6,38.4,4,0,4,30.14565725,28.39011084,27.0055088
2254,3600,TAB1RO,90.7,43.5,4,0,4,35.74864407,33.66680511,32.02485565
266,4816,TAB1RO,73.8,38.3,4,1,4,33.50069758,31.54976883,30.01106845
7659,402,TAB1RO,64.1,31.8,4,2,4,31.86497175,30.00930025,28.54572941
6189,1310,TAB2AR,37.7,25.3,4,0,2,25.23066683,23.76134718,22.6024926
150579,2203,TAB2AR,45.8,25.7,4,0,2,27.71992666,26.10564381,24.83245653
5044,2015,TAB2AR,49.4,27.1,4,0,3,28.67555502,27.0056207,25.68854104
4133,2521,TAB2AR,44.3,27.2,4,0,3,27.29657421,25.70694548,24.45320295
7036,806,TAB2AR,43.4,28.5,4,0,3,27.0349294,25.46053768,24.2188126
6020,1415,TAB2AR,83.7,35.5,4,0,4,34.89518996,32.86305229,31.26030232
6531,1114,TAB2AR,38.8,16.9,2,1,2,25.60006983,24.10923783,22.93341642
203946,1222,TAB2AR,31.6,17.2,4,1,3,22.96698385,21.62949083,20.57460812
5892,1504,TAB2AR,51.5,18.5,4,1,3,29.19679614,27.4965071,26.15548662
7230,712,TAB2AR,43.8,18.7,2,1,3,27.15194008,25.57073419,24.32363477
84,4912,TAB2AR,34.5,20.1,4,1,3,24.09130298,22.68833471,21.58181157
7912,308,TAB2AR,35.4,20.3,4,1,3,24.42193625,22.9997134,21.87800414
4083,2620,TAB2AR,41,21.1,4,1,3,26.3075184,24.7754878,23.567173
5670,1611,TAB2AR,33.3,21.7,4,1,3,23.63729751,22.26076846,21.17509798
2334,3612,TAB2AR,57.4,21.9,4,1,3,30.53591402,28.75764082,27.35511413
7390,612,TAB2AR,50.9,22.1,4,1,3,29.0504356,27.35866994,26.02437186
239513,524,TAB2AR,32.9,23.5,4,1,3,23.48250311,22.11498859,21.03642787
7320,601,TAB2AR,43.1,24.1,4,1,3,26.94639982,25.37716366,24.13950478
2916,3304,TAB2AR,68.5,24.4,4,1,3,32.64477592,30.74369217,29.24430461
6758,1015,TAB2AR,60.3,25.9,4,1,3,31.13393384,29.32083468,27.8908407
7440,619,TAB2AR,44.8,16.9,4,2,2,27.43942874,25.84148081,24.58117691
158103,2118,TAB2AR,34.8,20.8,4,2,3,24.20243494,22.79299485,21.68136738
6779,1019,TAB2AR,57,21.3,4,2,3,30.450497,28.6771981,27.27859465
214181,1020,TAB2AR,57.2,23.7,4,2,3,30.49329726,28.71750587,27.31693658
180138,1600,TAB2AR,23.7,16.3,4,2,3,19.36266694,18.235073,17.345738
3452,3021,TAB2AR,39.8,18.4,4,2,3,25.92668089,24.41682854,23.22600576
4904,2108,TAB2AR,38.1,19.4,2,2,3,25.36625051,23.88903508,22.72395309
7177,720,TAB2AR,40.4,19.9,4,2,3,26.11858189,24.59755409,23.39791722
6789,1020,TAB2AR,50.8,19.9,3,2,3,29.02584581,27.33551214,26.00234348
7820,323,TAB2AR,51,20.1,4,2,3,29.07496898,27.3817746,26.04634969
4140,2520,TAB2AR,47.8,21,3,2,3,28.26093056,26.61514209,25.31710629
4217,2508,TAB2AR,43.3,22.4,4,2,3,27.00549347,25.43281597,24.19244289
214063,1020,TACHVE,29,21.3,4,0,4,21.87526688,20.60135051,19.59661079
212886,1014,TACHVE,47.8,30.1,4,0,3,28.26093056,26.61514209,25.31710629
66360,3807,TACHVE,84.2,33.5,4,0,4,34.95947798,32.92359647,31.31789372
146382,2308,TACHVE,87.4,34.4,4,0,4,35.35847692,33.29935953,31.6753306
8357,100,TACHVE,98,37.1,4,0,4,36.54281277,34.41472503,32.73629908
144491,2423,TACHVE,48.3,26.4,4,1,4,28.39218602,26.73875382,25.43468941
2600,3403,TACHVE,91.5,38.4,4,1,4,35.8401593,33.75299091,32.10683812
112468,2912,TACHVE,21,19,4,2,2,17.9086379,16.86572002,16.04316915
228557,719,TACHVE,42.4,23.1,4,2,3,26.73721407,25.18015994,23.95210905
104784,3124,TACHVE,46.7,24.2,4,2,3,27.96660286,26.3379547,25.05343749
172362,1816,TACHVE,70.7,29.1,4,2,4,33.01044636,31.08806762,29.57188467
152868,2218,TACHVE,62.9,29.4,4,2,4,31.64020565,29.79762352,28.34437627
147736,2317,TERMAM,44.8,32.7,4,0,4,27.43942874,25.84148081,24.58117691
6173,1313,TERMAM,80,31.1,4,2,4,34.40208513,32.39866365,30.81856218
141788,2409,TERMOB,30.8,20.8,4,0,3,22.63994726,21.32149937,20.28163758
230,4811,TERMOB,43.2,32.3,4,0,4,26.9759837,25.40502471,24.16600704
272,4817,TERMOB,48.5,38.7,4,0,4,28.44425473,26.78779029,25.48133434
274,4817,TERMOB,61.5,38.9,4,0,5,31.37096248,29.54405984,28.10317904
3247,3107,TERMOB,57.5,29.6,2,2,4,30.55715394,28.77764383,27.37414158
1722,4021,TET2PA,57.3,27.3,4,0,4,30.5146285,28.73759488,27.33604584
4671,2206,TET2PA,52.4,29.7,4,0,3,29.41261715,27.69975968,26.34882646
796,4506,TET2PA,57.9,32.5,4,0,3,30.64166067,28.85722927,27.44984559
2270,3603,TET2PA,49.4,34.5,4,0,4,28.67555502,27.0056207,25.68854104
176109,1707,TET2PA,21.1,14.9,4,1,3,17.96485581,16.91866405,16.09353107
4728,2216,TET2PA,42.2,20.2,4,1,3,26.67676377,25.12322999,23.89795561
5261,1901,TET2PA,41.6,24.8,4,1,3,26.49355737,24.9506927,23.73383306
877,4407,TET2PA,43.5,26.9,4,1,3,27.06429175,25.4881901,24.2451164
5987,1410,TET2PA,48.4,27.5,4,1,3,28.41825112,26.76330101,25.45803942
4537,2314,TET2PA,37,25.2,4,1,3,24.98986078,23.53456458,22.38677032
5322,1808,TET2PA,46.9,26.9,4,1,3,28.02069563,26.38889735,25.10189564
228511,719,TET2PA,40.6,28.9,4,1,4,26.18188677,24.65717238,23.45462789
5327,1810,TET2PA,56.5,31.9,3,1,3,30.34268577,28.57566532,27.18201367
5223,1907,TET2PA,76.4,35.4,4,1,4,33.89089302,31.91724106,30.36061884
197245,1304,TET2PA,26.2,20.5,4,2,3,20.59981545,19.40017559,18.45401786
142,4903,TET2PA,55,22.9,4,2,3,30.01213868,28.26436779,26.88589831
142883,2415,TET2PA,39.7,23.4,4,2,3,25.89440437,24.38643165,23.19709135
238551,519,TET2PA,38.3,25.5,4,2,3,25.43350084,23.95236906,22.78419824
291,4820,TET2PA,55.9,26.9,4,2,4,30.21176248,28.4523664,27.06472812
7401,613,TET2PA,26.2,15.9,3,2,3,20.59981545,19.40017559,18.45401786
5525,1710,TET2PA,44.7,21.9,4,2,3,27.41099865,25.81470636,24.55570827
